1,5.64
2,6.1
3,5.92
4,6.28
5,6.25
6,5.66
7,6.1
8,6.22
9,6.22
10,5.97
11,5.72
12,6.28
13,6.03
14,5.18
15,6.27
16,5.29
17,5.37
18,6.0
19,6.27
20,6.27
21,5.8
22,6.25
23,6.03
24,6.27
25,5.34
26,5.37
27,6.09
28,5.6
29,5.62
30,6.22
31,6.07
32,5.2
34,6.04
36,5.8
38,6.2
39,5.97
40,6.25
41,5.56
42,6.23
43,6.11
44,6.28
45,5.89
46,6.07
47,4.97
48,6.27
49,6.19
50,5.07
52,5.92
53,6.28
54,6.21
55,6.26
57,5.88
58,5.48
60,5.96
61,6.16
62,5.98
63,6.12
64,6.23
65,6.23
66,6.21
68,5.76
69,5.43
70,5.93
71,6.28
72,6.28
73,5.65
74,6.24
75,5.94
76,6.16
77,5.63
78,5.53
79,6.14
80,6.18
81,5.44
82,6.11
83,5.41
85,5.27
86,6.15
87,6.1
88,5.93
89,6.17
92,5.57
93,6.28
94,6.27
95,6.14
96,4.72
97,5.73
99,4.32
100,6.11
101,5.73
102,6.09
103,5.77
104,5.95
105,6.14
106,5.1
107,5.9
108,6.28
110,5.52
111,5.58
112,5.71
113,5.98
116,6.27
117,5.51
118,6.27
119,6.28
121,6.26
122,6.28
123,4.69
125,5.44
126,6.28
128,6.0
129,4.89
132,6.2
135,6.14
137,5.85
140,6.23
141,6.08
144,6.03
145,6.19
146,6.17
147,5.54
148,6.21
149,6.06
150,5.97
151,5.58
152,6.0
153,6.28
154,5.85
155,6.0
156,5.82
157,6.22
158,6.27
159,5.92
160,6.28
161,5.88
162,5.66
163,6.01
164,5.67
165,5.97
166,5.83
168,6.25
169,6.16
170,6.28
171,5.74
172,5.99
173,6.27
174,6.25
175,5.49
176,5.49
177,6.28
178,4.67
179,6.28
180,5.86
181,5.92
183,5.46
184,6.06
185,6.25
186,6.27
187,5.44
188,6.25
189,6.28
190,5.55
191,5.96
193,6.08
194,5.79
195,6.28
196,6.18
198,6.09
199,6.14
201,5.72
202,6.16
203,5.42
204,6.27
205,4.73
206,5.01
207,6.0
208,6.24
209,5.4
210,6.02
211,4.83
212,6.23
213,5.53
214,5.3
215,5.09
216,6.09
217,6.1
218,6.01
219,6.27
220,6.28
222,5.87
223,5.44
224,5.68
225,5.97
227,6.27
228,5.82
229,4.75
230,5.77
231,6.12
232,4.37
233,5.15
234,6.28
235,5.75
236,6.01
237,6.1
238,4.66
239,6.22
240,5.86
241,5.41
242,6.28
243,6.24
246,5.02
247,5.9
248,6.07
249,6.28
250,6.1
251,5.83
252,5.98
253,5.85
254,5.1
255,6.09
256,6.28
257,5.95
258,6.17
259,5.79
260,5.12
261,5.78
262,5.15
263,6.26
265,5.51
266,5.77
267,6.28
269,4.3
270,6.04
271,6.27
272,5.57
273,6.13
274,6.12
275,6.28
276,6.19
277,6.11
278,6.17
279,5.92
280,6.28
281,5.39
282,6.19
283,4.89
284,6.28
285,4.26
287,3.81
288,5.68
289,6.02
290,5.94
291,6.24
292,6.09
293,5.29
294,4.98
295,5.5
296,4.64
298,5.74
299,5.94
300,5.59
301,4.32
302,5.73
303,6.14
304,6.26
305,6.21
306,5.74
307,6.1
308,5.98
310,5.72
311,5.1
312,6.14
313,6.25
314,5.76
315,6.25
316,6.06
317,6.18
318,4.56
319,6.05
320,6.2
321,6.15
322,6.21
324,6.07
325,5.86
326,4.95
327,6.28
328,6.2
329,6.02
330,6.28
331,6.18
332,6.13
333,5.99
334,5.75
335,6.28
336,6.19
337,5.24
338,6.16
339,5.8
340,6.14
341,4.77
342,5.23
343,5.85
344,6.12
345,5.46
346,5.66
347,5.94
348,5.97
349,6.13
350,5.88
351,5.97
352,5.21
353,5.92
354,6.15
355,6.25
356,5.68
357,5.9
358,5.89
359,5.97
360,6.13
361,5.75
362,6.06
363,5.67
364,5.68
365,6.28
366,6.28
367,6.1
368,5.9
369,5.98
370,6.19
371,6.16
372,5.95
373,5.44
374,6.27
376,6.13
377,6.05
378,6.1
379,6.27
380,6.1
381,6.16
382,6.28
383,6.11
384,6.17
385,5.16
386,5.39
387,4.6
388,5.55
389,5.36
390,6.17
391,6.12
393,6.06
405,6.28
406,4.89
407,6.13
408,6.09
409,6.28
410,6.18
412,5.78
413,6.25
414,6.14
415,5.77
416,6.28
417,5.1
418,6.24
419,6.27
420,6.26
421,6.23
422,2.11
423,6.24
424,5.64
425,6.15
426,6.2
427,6.27
428,6.09
429,6.2
430,6.17
431,5.46
432,6.12
433,5.42
434,6.22
435,6.22
436,5.96
437,6.26
438,6.28
440,5.8
441,5.98
442,6.13
444,6.25
445,6.16
446,5.04
448,5.64
449,6.15
450,6.26
451,6.05
452,5.83
453,6.23
454,6.02
455,6.27
456,4.13
457,5.95
458,6.11
459,6.14
460,5.58
461,5.43
464,6.26
466,6.16
467,6.28
468,5.95
469,5.52
470,6.28
471,6.02
472,6.2
473,6.24
474,5.75
475,5.2
476,6.28
477,6.26
478,6.24
479,5.46
480,5.94
481,5.7
482,6.13
484,6.15
485,6.05
486,6.06
487,6.28
488,6.02
489,6.14
490,5.82
491,5.64
492,6.22
493,5.84
494,6.16
495,6.05
496,6.24
497,5.55
499,5.49
500,6.05
501,5.4
502,6.28
504,6.1
505,6.16
506,5.39
507,6.19
508,5.25
509,5.48
510,4.29
511,5.77
512,5.96
513,6.16
514,6.26
515,5.31
516,6.09
517,5.45
518,5.95
519,6.28
520,6.12
521,6.26
522,6.13
523,5.46
524,6.09
526,4.32
527,4.96
528,5.01
529,4.88
531,5.66
532,6.1
533,6.28
534,5.6
535,5.44
536,6.28
537,6.1
538,6.04
539,6.04
540,6.09
541,5.43
542,6.25
543,6.21
544,6.03
546,6.19
547,6.09
548,6.18
549,5.65
550,5.96
551,5.79
552,6.13
553,5.88
555,5.55
556,6.12
558,6.15
562,5.12
563,4.88
564,6.28
567,5.25
568,4.26
569,5.78
573,6.28
574,5.6
575,6.11
577,6.28
579,5.63
580,5.89
581,5.85
583,6.28
585,6.2
586,6.23
587,6.19
588,5.72
589,5.54
590,5.82
592,6.09
593,4.99
594,6.1
595,5.93
596,5.91
597,6.21
599,5.88
600,5.83
602,4.78
605,6.24
606,6.16
608,5.01
609,6.25
610,6.03
611,6.28
612,6.28
613,6.2
615,6.26
616,5.93
617,5.54
618,5.91
619,6.28
626,5.85
627,5.9
628,5.75
631,6.18
632,6.18
633,3.81
634,6.28
635,6.26
636,4.32
637,6.22
638,6.25
639,6.1
640,5.91
645,6.28
647,6.04
648,6.06
649,6.28
650,4.9
653,5.99
656,6.0
661,5.89
662,6.11
663,5.78
665,5.23
667,6.22
668,4.65
670,4.56
671,5.86
673,6.25
674,6.26
678,5.99
679,6.28
680,5.96
685,6.25
688,6.27
691,5.82
692,6.17
694,6.18
695,6.27
697,6.06
698,4.32
700,5.94
703,5.74
704,6.22
706,6.14
707,5.92
708,5.84
709,6.16
710,6.28
711,6.28
714,5.78
715,6.17
718,6.05
719,6.12
720,4.37
722,4.34
724,6.16
725,6.01
726,5.63
728,6.11
731,5.95
733,5.93
735,6.02
736,6.18
737,5.92
741,5.66
742,6.26
743,6.27
745,5.1
747,6.23
748,6.19
750,5.25
757,6.25
759,4.85
760,6.2
761,6.1
762,6.1
764,5.72
765,6.28
766,5.42
773,6.28
775,6.13
778,5.29
779,5.96
780,6.11
781,6.15
782,6.13
783,6.21
784,6.19
785,5.99
786,6.22
788,6.28
790,5.25
791,5.89
798,6.21
799,5.74
800,5.38
801,5.86
802,6.08
803,6.05
804,6.28
805,5.9
806,6.19
808,6.15
809,6.2
810,5.35
813,6.27
818,6.12
823,6.16
824,4.32
828,6.21
829,6.28
830,6.2
832,5.84
833,6.16
835,4.88
836,6.16
837,5.86
838,5.84
839,6.28
840,5.44
841,5.16
842,6.24
848,6.28
849,6.28
851,5.48
852,5.96
858,4.59
861,5.4
866,5.81
867,6.05
869,6.2
870,5.73
875,5.2
876,6.16
879,6.28
880,6.28
881,6.28
882,6.09
885,6.26
886,6.01
888,6.24
889,5.89
891,6.24
892,6.15
893,5.83
896,6.27
897,6.1
898,5.59
899,5.47
900,6.28
901,5.59
902,5.85
903,5.6
904,5.54
