1,4.0,4.17,2.5,2.67,3.83
2,3.33,4.0,4.33,2.0,3.17
3,3.0,2.0,2.5,1.83,2.33
4,0.67,0.83,1.67,1.33,0.83
5,3.17,2.0,1.67,2.17,3.17
6,4.5,4.17,4.17,3.67,4.33
7,2.83,2.83,2.83,2.83,3.0
8,1.33,1.83,2.0,2.17,1.17
9,1.83,3.0,1.83,2.33,1.5
10,2.0,4.33,3.83,4.0,4.0
11,3.17,2.83,3.33,2.83,3.33
12,1.5,2.83,2.0,2.83,2.67
13,3.17,3.5,3.0,4.0,3.17
14,3.83,4.17,3.17,3.0,3.67
15,2.33,2.67,2.17,1.83,2.33
16,3.0,4.33,4.17,4.5,4.5
17,2.5,3.33,3.33,3.83,4.17
18,3.5,3.33,4.0,3.17,3.17
19,3.17,1.5,3.17,2.17,3.0
20,2.0,2.17,2.83,2.5,2.0
21,3.0,3.5,3.5,3.5,4.0
22,2.5,3.0,3.0,2.83,3.0
23,2.67,2.83,2.17,3.33,2.33
24,2.5,3.17,2.83,3.5,2.0
25,3.33,4.67,2.83,4.0,4.5
26,3.17,2.33,3.5,2.17,3.67
27,2.5,2.83,2.5,3.0,2.0
28,3.33,3.33,3.0,3.67,3.17
29,3.33,3.0,3.17,3.5,3.5
30,4.0,4.0,3.5,4.0,4.0
31,2.5,3.0,3.33,3.5,3.0
32,2.83,4.33,2.83,3.0,3.83
34,2.5,2.83,3.17,2.67,3.67
36,2.33,3.0,3.5,4.0,4.17
38,0.83,2.33,1.33,1.83,0.83
39,2.5,4.0,2.0,1.5,2.5
40,3.83,3.83,3.83,3.83,3.83
41,4.33,3.83,3.0,3.5,4.17
42,2.5,2.5,2.0,2.17,2.0
43,3.83,3.17,3.0,3.5,3.5
44,2.17,2.67,3.17,3.0,2.33
45,3.83,4.67,3.67,2.33,3.83
46,2.83,2.33,2.0,2.67,2.83
47,3.5,4.0,3.83,3.83,4.33
48,3.17,3.67,2.0,2.17,1.83
49,3.67,3.67,3.83,3.83,3.67
50,3.33,4.17,4.17,3.0,4.33
52,3.0,2.83,3.5,2.5,4.0
53,3.0,3.67,2.83,3.33,3.83
54,2.0,2.17,2.33,2.67,1.83
55,2.5,2.5,2.5,2.5,1.67
57,3.17,3.17,3.33,3.33,3.33
58,3.33,4.0,3.33,3.83,4.67
60,2.33,2.67,2.67,3.17,2.67
61,1.67,2.5,2.5,3.17,2.33
62,1.67,2.67,3.83,3.33,3.33
63,2.83,3.17,3.33,3.0,2.83
64,2.67,2.83,2.67,2.33,2.67
65,2.17,2.67,1.67,2.67,1.67
66,1.33,1.83,2.33,2.67,1.67
68,3.33,3.33,3.33,3.0,3.33
69,3.83,3.17,2.33,2.17,3.0
70,4.0,3.17,3.33,2.67,3.0
71,1.67,2.0,2.0,3.0,1.5
72,2.67,2.83,3.0,3.17,3.5
73,2.83,3.83,3.33,4.0,4.0
74,2.67,2.0,1.83,2.5,2.5
75,1.5,1.83,1.83,1.33,1.33
76,2.67,2.17,2.33,2.67,2.0
77,1.35,0.9,0.75,1.8,1.5
78,3.0,3.67,3.0,3.0,3.33
79,2.67,2.33,3.5,3.0,2.17
80,3.83,3.83,3.67,3.83,4.0
81,3.33,3.17,3.67,3.5,3.5
82,3.83,3.67,3.33,3.17,4.17
83,3.0,2.5,2.5,3.0,3.0
85,3.0,2.5,2.5,3.0,2.33
86,3.0,3.5,3.17,3.17,2.67
87,1.17,1.17,1.67,1.67,1.33
88,2.17,3.33,2.33,2.17,2.83
89,3.17,2.83,3.5,3.0,3.17
92,2.33,2.0,1.67,2.0,1.33
93,1.67,2.0,1.67,2.33,1.67
94,3.17,3.0,2.83,3.67,4.0
95,2.83,2.83,2.17,2.67,2.17
96,4.0,4.17,3.67,3.83,4.0
97,4.17,3.67,4.17,3.33,3.83
99,1.65,2.1,1.65,1.8,1.2
100,3.0,2.33,2.5,2.33,3.5
101,3.0,4.33,2.83,1.83,4.0
102,2.33,1.67,1.5,1.83,2.0
103,2.83,3.0,3.17,2.67,3.5
104,3.67,2.67,3.0,3.5,3.17
105,3.17,3.5,2.5,3.67,3.5
106,1.8,1.4,2.0,2.0,1.6
107,3.0,2.83,2.67,3.33,2.0
108,1.8,1.8,1.65,1.8,1.65
110,4.0,3.83,2.83,2.83,4.0
111,4.0,3.83,3.5,4.5,4.33
112,2.17,2.67,3.67,2.67,3.0
113,2.0,2.33,2.0,2.5,3.0
116,3.83,4.0,4.0,3.83,4.0
117,3.33,3.67,3.33,3.33,3.67
118,1.83,2.5,2.33,2.33,1.83
119,0.7,0.3,0.65,0.4,0.45
121,4.0,4.0,4.0,4.0,4.0
122,1.83,2.33,1.83,2.5,1.67
123,5.0,4.0,4.0,3.0,3.67
125,2.33,3.5,3.67,3.5,4.5
126,1.83,3.17,2.17,3.0,1.67
128,2.8,1.2,2.6,1.6,1.8
129,1.0,0.4,0.6,0.5,1.3
132,2.33,2.67,2.17,3.17,2.67
135,2.17,3.0,2.83,2.83,3.0
137,1.8,1.8,1.65,1.8,1.65
140,1.33,2.17,2.17,3.17,2.0
141,2.5,3.0,3.0,2.83,3.0
144,3.17,3.67,3.67,3.33,4.17
145,3.67,3.33,2.17,3.0,3.5
146,2.67,3.5,2.67,3.5,3.5
147,1.67,1.83,3.33,4.0,2.83
148,3.0,3.0,3.0,3.0,3.0
149,3.0,4.0,3.33,3.67,4.33
150,3.67,3.67,3.0,4.67,3.5
151,2.83,1.17,3.67,3.0,3.0
152,2.67,2.67,2.5,2.5,2.5
153,2.5,1.5,3.17,2.33,2.0
154,4.83,3.67,3.0,2.83,4.33
155,2.67,3.17,3.17,2.83,3.17
156,3.5,2.67,3.5,3.5,3.5
157,2.83,2.5,2.0,2.33,2.5
158,3.33,2.67,3.5,2.67,2.17
159,3.17,3.17,2.83,3.67,3.17
160,1.83,1.83,1.67,2.5,2.67
161,3.33,3.33,3.83,3.17,3.17
162,4.17,4.0,3.33,3.83,4.17
163,3.5,3.67,3.67,2.0,3.33
164,2.17,2.5,2.5,2.33,2.17
165,4.0,3.0,4.33,2.67,3.5
166,2.67,3.0,3.17,2.33,3.0
168,2.67,1.83,2.5,1.0,2.17
169,1.67,2.33,1.17,2.0,0.67
170,3.17,2.17,2.83,2.5,2.83
171,3.0,3.17,3.17,3.17,3.33
172,3.17,2.17,2.83,3.83,3.5
173,2.83,2.5,2.33,2.17,2.0
174,2.0,3.17,2.17,2.17,2.5
175,3.17,4.67,4.0,3.0,3.67
176,3.67,4.17,3.5,3.5,4.17
177,3.17,3.17,3.33,3.33,3.17
178,3.5,3.83,3.33,3.33,3.83
179,1.67,1.83,2.33,2.5,1.83
180,3.67,2.83,3.0,4.33,2.83
181,1.33,2.33,0.67,1.33,1.5
183,2.0,2.33,2.67,2.0,2.0
184,2.33,2.67,2.67,2.33,2.33
185,2.0,2.33,2.17,2.33,2.17
186,1.67,2.83,1.83,2.0,3.17
187,2.33,2.67,2.33,2.33,2.83
188,2.33,3.17,2.33,2.33,3.67
189,1.62,0.38,0.88,1.12,0.38
190,3.17,3.67,3.33,3.67,3.83
191,1.83,1.83,2.17,2.0,1.67
193,1.83,2.83,1.5,2.67,2.0
194,3.83,4.0,3.83,3.67,4.33
195,1.17,2.5,2.33,3.5,3.0
196,2.0,1.67,1.67,1.83,3.17
198,2.5,3.0,3.0,3.67,3.67
199,3.0,3.33,3.5,2.83,3.5
201,2.33,2.33,2.33,2.33,2.33
202,3.17,3.17,3.0,3.17,3.17
203,2.83,3.5,3.0,3.0,2.67
204,1.5,3.0,1.5,2.83,1.83
205,3.67,3.5,3.33,3.5,3.67
206,2.67,2.67,3.33,2.67,2.67
207,2.67,2.67,2.17,2.83,3.17
208,3.0,1.83,2.33,2.67,2.5
209,1.67,2.5,2.5,1.67,2.83
210,3.17,3.17,3.17,3.17,3.17
211,3.17,3.17,3.17,3.17,3.83
212,1.5,2.17,2.33,1.5,1.5
213,4.83,4.17,3.17,4.5,4.17
214,3.67,2.5,3.17,2.5,4.5
215,2.83,2.67,2.33,2.0,4.17
216,4.17,3.5,2.83,3.17,3.17
217,2.33,2.67,2.33,2.33,2.83
218,1.83,3.67,2.67,3.67,3.0
219,3.17,3.5,3.17,3.33,3.17
220,2.33,2.17,2.17,1.83,2.17
222,2.33,3.0,2.33,3.83,2.5
223,2.67,4.33,4.17,4.17,4.0
224,2.0,2.83,3.33,3.33,4.0
225,2.33,2.17,2.5,3.33,3.17
227,1.33,1.67,1.67,2.5,2.17
228,1.33,1.33,1.83,1.33,1.33
229,2.83,2.67,3.0,2.67,2.67
230,3.67,3.33,3.17,2.83,3.83
231,4.17,4.33,3.0,3.67,2.5
232,2.83,4.5,3.17,4.0,3.5
233,2.67,3.0,4.0,2.67,3.0
234,1.5,1.5,2.5,2.83,1.67
235,3.5,3.67,4.0,3.17,4.0
236,2.83,2.5,3.0,2.5,2.83
237,1.17,2.17,2.17,2.17,1.17
238,3.5,2.5,3.33,3.33,3.5
239,1.33,2.0,2.83,3.33,2.83
240,3.0,3.0,2.67,2.67,2.83
241,1.67,2.5,2.83,1.67,1.67
242,2.33,2.33,2.17,2.33,3.33
243,2.33,2.33,2.67,2.67,2.33
246,3.67,4.33,3.0,3.67,4.5
247,3.17,3.17,3.67,3.5,4.33
248,2.17,2.0,2.67,2.67,2.67
249,3.83,3.17,3.0,3.67,4.0
250,1.67,1.67,3.17,2.33,1.67
251,2.33,2.33,2.33,2.33,2.33
252,3.0,3.0,2.83,2.5,2.5
253,2.83,3.0,1.83,3.83,3.5
254,1.05,1.2,1.05,1.8,0.45
255,1.83,2.17,2.17,2.17,2.0
256,2.33,2.33,1.67,2.5,2.5
257,2.33,2.83,3.17,3.33,2.83
258,2.5,3.17,2.5,3.0,1.67
259,2.67,2.5,2.83,2.0,2.5
260,4.5,3.83,3.5,4.5,4.67
261,3.33,2.67,2.83,3.0,3.17
262,3.0,3.67,2.5,3.83,4.17
263,3.33,3.33,3.33,3.83,3.33
265,2.0,3.5,2.5,3.5,3.5
266,3.5,3.67,3.5,3.33,2.83
267,2.0,1.83,3.0,3.0,3.17
269,1.93,1.93,1.22,1.58,0.88
270,2.67,2.83,2.83,2.83,2.67
271,1.83,2.17,2.17,1.83,2.17
272,3.17,2.83,3.0,2.5,3.33
273,3.0,2.5,2.5,2.17,3.33
274,1.83,2.83,2.17,2.17,2.0
275,3.17,3.33,3.33,3.17,4.0
276,1.83,2.5,2.33,3.67,2.33
277,2.67,3.17,2.17,3.0,3.5
278,2.0,1.33,1.83,1.83,2.17
279,2.0,2.33,2.17,2.17,2.17
280,3.0,4.0,3.83,3.5,3.83
281,3.5,3.67,3.33,3.33,4.0
282,3.0,3.33,3.5,3.83,3.67
283,1.62,0.38,0.88,1.12,0.38
284,1.8,1.8,1.65,1.8,1.65
285,0.32,0.08,0.18,0.22,0.08
287,1.8,1.8,1.65,1.8,1.65
288,4.0,4.5,3.33,4.17,2.67
289,3.0,2.83,2.67,2.83,2.83
290,4.0,3.17,2.83,3.83,3.17
291,2.83,2.83,2.0,1.83,2.0
292,2.67,2.5,3.0,3.5,2.5
293,4.0,4.33,4.5,4.17,5.0
294,1.5,0.6,0.9,0.75,1.95
295,2.0,2.0,1.67,1.17,2.5
296,4.17,3.83,2.5,3.0,4.17
298,1.5,0.6,0.9,0.75,1.95
299,2.5,1.83,2.67,2.83,3.0
300,4.0,3.17,3.83,3.67,4.17
301,1.93,1.93,1.22,1.58,0.88
302,4.67,4.67,4.33,4.17,3.5
303,2.33,3.17,2.67,3.67,3.33
304,2.5,2.5,2.33,2.33,2.5
305,1.83,1.83,2.17,2.17,1.83
306,4.67,4.0,3.17,3.67,4.5
307,4.5,3.83,3.67,3.83,4.0
308,3.67,3.5,4.33,4.0,4.0
310,3.0,3.0,2.83,3.0,2.5
311,0.7,1.3,1.4,1.1,0.3
312,2.33,3.17,2.67,2.67,2.67
313,3.0,3.33,2.17,3.67,2.83
314,3.67,3.17,3.67,4.33,3.0
315,2.17,2.5,2.17,2.33,2.0
316,3.17,3.0,3.17,3.0,3.17
317,2.5,2.5,2.33,3.83,2.67
318,4.5,4.83,4.67,4.17,4.17
319,3.33,3.33,3.67,3.33,3.5
320,3.5,3.5,3.5,3.5,3.5
321,4.0,3.83,4.0,3.67,3.5
322,3.67,3.33,3.5,3.33,3.83
324,4.17,4.0,4.0,4.17,4.0
325,2.33,2.5,2.33,2.33,2.5
326,4.17,4.17,3.83,3.67,4.5
327,2.67,2.83,1.33,3.17,2.67
328,2.83,3.33,3.33,3.5,2.83
329,2.67,2.83,2.67,3.0,2.67
330,2.17,2.17,2.17,2.17,2.17
331,3.0,3.0,3.0,3.0,3.0
332,2.17,2.5,2.17,3.17,3.0
333,3.83,3.67,2.17,2.5,3.83
334,4.83,3.5,4.5,3.67,4.0
335,2.67,2.67,2.67,2.67,2.67
336,2.67,2.67,2.67,2.67,3.0
337,4.5,3.5,3.5,3.5,4.0
338,1.17,2.17,2.17,2.5,1.67
339,2.33,3.17,3.17,3.33,3.17
340,3.0,3.0,3.17,2.5,3.0
341,3.17,3.0,3.33,3.17,3.17
342,3.0,3.67,2.5,4.0,3.5
343,1.33,1.5,2.17,2.17,2.17
344,2.5,2.67,2.83,2.67,3.33
345,4.0,4.17,2.83,4.5,3.83
346,4.33,3.67,3.83,3.83,4.33
347,3.5,3.67,3.67,3.67,3.17
348,4.17,4.33,4.17,4.0,4.17
349,3.33,3.33,4.0,3.33,3.17
350,2.5,3.0,3.5,3.5,3.5
351,2.0,2.17,2.17,3.33,2.17
352,2.5,3.0,3.0,3.5,3.0
353,3.5,4.33,3.17,4.0,3.0
354,3.17,3.17,3.17,3.5,3.17
355,2.17,3.0,2.33,2.83,2.17
356,3.5,4.33,4.5,2.33,4.0
357,2.17,3.83,3.33,3.67,3.83
358,3.17,3.33,3.17,3.5,3.0
359,2.33,2.33,2.33,2.33,2.33
360,2.5,2.67,3.17,3.17,2.33
361,2.83,3.33,3.33,3.5,3.33
362,2.83,2.83,2.67,3.67,3.0
363,3.67,4.0,4.17,3.67,4.0
364,3.67,4.67,3.67,4.33,4.17
365,2.17,2.17,2.67,2.17,2.5
366,3.17,3.0,3.17,3.0,2.83
367,3.17,2.33,3.17,2.0,2.33
368,3.67,3.33,3.67,3.17,4.0
369,2.67,2.67,2.67,2.83,2.67
370,3.17,3.5,3.67,3.33,3.67
371,2.5,3.0,3.0,2.83,2.5
372,2.5,3.67,2.17,3.83,2.83
373,4.17,4.33,3.5,4.0,4.0
374,2.5,1.67,2.17,2.0,2.5
376,2.67,3.0,3.0,2.67,2.67
377,3.67,4.17,4.5,3.0,3.0
378,1.83,2.5,3.0,3.0,2.67
379,2.5,3.17,2.0,3.0,1.83
380,3.83,3.5,2.67,3.0,2.67
381,2.0,2.67,2.0,2.67,3.0
382,3.0,3.0,3.0,2.83,2.67
383,3.33,3.67,3.33,3.0,3.33
384,3.17,3.0,2.17,2.67,3.17
385,1.75,0.7,1.05,0.88,2.28
386,2.0,2.5,2.83,2.33,2.33
387,2.5,1.83,2.33,2.33,2.67
388,1.83,1.83,1.83,1.83,1.83
389,1.2,1.05,1.05,1.2,1.2
390,2.5,2.5,3.0,3.17,3.67
391,2.17,2.33,2.33,2.33,2.17
393,0.67,2.0,1.67,2.0,1.17
405,2.33,2.0,1.33,2.33,1.33
406,1.5,0.6,0.9,0.75,1.95
407,3.33,3.33,3.17,2.33,2.67
408,3.5,3.33,3.33,3.33,3.5
409,3.0,3.5,3.33,3.5,3.67
410,2.33,2.67,3.17,3.33,3.17
412,3.83,3.17,2.67,2.83,3.0
413,2.5,2.83,2.83,1.83,2.33
414,1.83,2.0,1.67,1.83,1.67
415,1.83,2.0,2.33,2.17,2.83
416,2.67,2.5,3.33,2.83,3.0
417,3.0,3.17,2.67,3.33,3.17
418,1.17,2.0,1.0,2.0,2.17
419,2.83,2.67,2.67,3.67,3.67
420,2.5,2.83,2.33,2.17,2.83
421,2.33,3.83,3.17,3.83,3.17
422,3.0,3.0,3.0,3.17,3.0
423,2.67,3.5,3.5,3.17,3.17
424,2.33,3.17,2.67,3.33,3.0
425,3.67,3.67,3.67,3.67,3.5
426,2.67,3.5,2.83,3.5,2.67
427,1.83,1.83,1.33,1.5,1.17
428,3.5,4.5,4.5,4.33,4.83
429,1.5,2.17,1.33,1.83,1.0
430,2.33,2.33,2.33,2.33,2.33
431,3.5,4.0,3.67,2.83,4.0
432,2.17,2.5,1.83,3.83,3.0
433,2.67,3.0,2.67,2.17,2.17
434,1.83,2.5,2.0,2.83,2.5
435,1.67,2.17,2.83,3.17,3.67
436,2.5,2.83,3.33,3.33,2.5
437,3.67,3.0,2.67,2.5,2.83
438,2.0,2.5,2.0,2.0,2.17
440,2.67,3.83,3.0,3.67,3.0
441,4.17,2.83,3.5,3.67,4.0
442,4.0,3.83,2.83,3.17,3.17
444,1.83,2.0,2.0,2.0,1.67
445,2.0,2.0,1.67,2.5,2.0
446,4.33,4.17,3.33,3.17,2.83
448,2.83,3.67,3.0,3.33,3.33
449,3.17,3.67,3.17,3.17,3.17
450,3.17,4.0,3.0,3.83,2.33
451,3.0,2.67,3.0,3.0,3.0
452,2.83,2.5,3.33,2.5,4.0
453,3.0,2.67,2.5,2.5,3.0
454,3.33,3.0,3.33,3.5,3.67
455,1.67,2.83,2.17,2.83,2.33
456,3.17,3.83,3.67,3.83,3.67
457,3.5,3.0,4.0,4.0,3.83
458,2.83,3.0,2.5,2.5,3.0
459,2.5,2.0,1.83,1.83,3.0
460,1.33,1.0,1.17,1.33,0.67
461,3.17,2.33,2.33,3.0,2.5
464,3.0,2.83,2.83,2.67,2.17
466,3.17,4.5,3.33,3.5,3.17
467,1.1,1.4,1.1,1.2,0.8
468,2.83,2.83,2.33,3.33,4.0
469,2.83,3.33,2.67,2.83,3.0
470,1.33,1.33,1.33,1.33,1.33
471,3.5,4.17,2.5,3.83,4.17
472,2.5,3.0,3.17,2.5,3.5
473,2.33,1.83,2.67,2.67,2.33
474,3.67,3.17,3.33,3.67,3.83
475,4.33,4.17,4.0,4.17,3.83
476,2.67,2.67,2.5,2.0,2.0
477,3.5,3.67,3.33,3.83,3.83
478,2.0,2.0,2.0,2.0,2.0
479,3.33,3.0,3.5,3.5,3.0
480,2.83,3.83,3.5,3.17,3.33
481,3.67,3.5,3.17,1.83,2.67
482,3.33,3.33,3.5,3.83,2.83
484,2.17,2.0,1.5,1.5,2.17
485,3.0,2.5,2.67,2.83,2.5
486,3.33,3.33,2.33,3.0,3.0
487,1.83,3.0,3.0,1.83,2.17
488,4.5,3.83,3.5,3.83,3.5
489,1.17,1.67,1.33,1.33,1.83
490,3.17,3.5,3.5,3.17,3.33
491,1.67,2.67,2.5,3.0,2.5
492,4.0,4.0,3.5,3.0,3.33
493,2.33,2.67,2.33,2.83,2.67
494,3.17,3.0,3.0,3.5,3.17
495,2.33,2.83,2.83,2.83,2.17
496,2.83,2.83,3.33,2.83,2.83
497,3.0,2.17,3.17,3.83,3.5
499,2.67,3.0,2.0,2.33,2.67
500,3.17,2.67,4.0,3.0,3.33
501,3.17,3.83,2.33,3.0,3.67
502,1.5,1.5,1.5,2.0,1.0
504,2.67,2.67,2.83,2.83,3.33
505,1.0,1.5,1.5,1.5,2.17
506,3.0,1.17,2.17,1.33,1.17
507,3.67,3.17,3.33,3.67,3.0
508,4.33,3.5,3.83,3.5,3.67
509,3.83,2.17,4.0,4.17,4.17
510,2.33,3.0,3.0,3.0,2.5
511,3.17,3.0,3.0,3.17,3.0
512,1.83,2.33,2.0,2.0,2.5
513,2.67,3.17,3.17,3.17,3.33
514,4.17,3.33,3.5,4.17,3.5
515,4.5,4.0,3.83,3.67,3.67
516,1.5,3.0,2.83,3.83,2.0
517,2.33,3.17,3.33,3.5,2.33
518,3.0,3.0,3.33,3.33,2.5
519,1.67,2.67,3.0,2.5,2.5
520,2.33,3.17,4.33,3.0,2.17
521,3.17,2.83,3.0,3.5,3.67
522,3.0,3.0,3.5,3.17,3.83
523,3.5,2.83,3.5,3.67,3.5
524,2.67,3.83,3.67,3.0,3.0
526,1.65,1.2,1.05,1.5,0.9
527,4.33,3.83,4.5,3.33,3.33
528,2.83,1.83,1.67,1.67,2.17
529,3.17,3.33,4.17,2.5,3.83
531,3.5,3.83,2.5,3.67,3.17
532,2.5,2.83,3.83,2.83,3.5
533,1.83,2.67,1.67,2.5,3.83
534,3.67,3.67,2.83,3.5,3.5
535,3.5,3.67,3.33,3.5,4.17
536,3.67,3.17,3.5,2.17,2.67
537,2.83,3.0,3.0,2.33,2.67
538,3.83,3.5,3.67,3.5,3.67
539,1.83,1.0,3.67,2.17,3.33
540,2.5,2.33,2.5,2.33,2.67
541,3.67,4.67,3.33,3.5,4.67
542,1.33,3.0,1.83,3.83,1.83
543,3.0,2.67,3.17,3.83,3.67
544,3.0,3.0,2.5,3.0,2.33
546,1.67,2.0,1.5,1.67,2.0
547,2.5,2.5,2.5,2.0,3.0
548,2.17,2.83,3.0,2.83,2.67
549,3.67,2.33,3.17,3.0,3.17
550,3.17,4.0,4.5,3.33,2.17
551,4.83,4.17,4.5,3.0,4.33
552,2.33,3.5,3.17,2.67,3.83
553,3.17,3.5,3.17,3.33,3.67
555,3.5,4.0,3.33,3.5,3.83
556,3.5,3.83,3.83,3.5,3.67
558,1.67,1.83,1.83,3.33,2.67
562,3.83,3.33,3.67,3.33,3.5
563,3.33,3.33,3.33,3.33,3.33
564,1.17,1.5,1.83,1.5,1.5
567,2.33,4.33,3.83,3.33,2.67
568,3.0,3.0,3.0,3.0,3.17
569,2.5,2.83,3.0,2.83,3.0
573,1.8,1.8,1.65,1.8,1.65
574,2.83,2.83,2.83,2.83,2.83
575,2.5,2.5,2.17,2.67,2.0
577,1.83,2.33,2.83,2.67,1.67
579,2.1,2.1,1.93,2.1,1.93
580,1.5,2.33,2.33,2.33,2.17
581,4.67,4.67,4.5,4.67,4.17
583,2.67,2.67,2.0,2.0,2.67
585,2.83,2.17,1.83,2.83,2.33
586,2.83,4.33,3.0,2.33,3.33
587,3.17,2.33,2.33,2.5,3.17
588,4.67,4.5,4.33,3.5,3.83
589,3.5,5.0,2.67,3.83,4.17
590,3.83,3.67,2.67,4.33,4.17
592,4.17,2.67,3.5,3.17,3.0
593,3.17,3.67,4.17,4.0,3.83
594,3.83,3.0,3.33,2.67,3.67
595,3.67,4.0,4.0,4.0,3.83
596,3.33,2.83,3.5,2.33,3.83
597,2.33,2.5,3.17,2.0,2.5
599,4.5,4.67,3.83,3.5,4.67
600,2.33,2.33,2.33,2.33,2.0
602,3.83,3.83,3.83,3.83,3.83
605,3.17,3.17,2.83,2.0,2.67
606,2.67,2.33,2.33,2.33,2.33
608,2.67,4.33,4.17,3.17,4.33
609,2.17,3.67,2.5,2.83,3.5
610,2.83,3.83,3.5,2.17,3.33
611,1.17,1.67,2.67,2.5,2.0
612,2.33,2.33,3.33,1.83,3.67
613,3.67,4.0,3.33,4.0,3.5
615,3.83,3.83,3.83,3.83,3.83
616,2.83,3.67,3.17,4.17,4.0
617,4.0,4.0,4.0,4.0,4.0
618,0.3,0.22,0.2,0.25,0.15
619,1.33,1.83,1.83,2.33,1.83
626,1.75,1.5,1.5,1.12,0.75
627,2.83,2.33,3.33,2.67,3.83
628,3.33,3.5,4.33,4.0,4.0
631,1.33,2.33,1.83,2.17,1.83
632,3.33,4.33,4.83,4.0,4.5
633,1.05,1.35,1.05,1.65,0.3
634,0.3,0.22,0.2,0.25,0.15
635,3.0,3.0,3.0,3.0,3.33
636,1.93,1.93,1.22,1.58,0.88
637,2.0,2.0,3.33,3.33,3.17
638,2.5,3.83,2.17,2.33,2.33
639,2.33,3.33,2.33,2.33,2.83
640,2.33,2.5,2.5,2.5,2.67
645,1.93,1.75,1.75,1.75,1.4
647,1.67,4.0,2.33,2.67,2.67
648,2.83,2.5,2.5,3.5,3.5
649,1.93,1.4,1.22,1.75,1.05
650,2.5,2.67,2.5,2.5,3.33
653,1.83,1.17,2.67,3.5,3.0
656,1.5,1.83,1.83,3.0,2.0
661,3.0,3.0,3.33,3.0,3.67
662,2.0,3.0,3.17,3.33,2.5
663,3.67,4.17,4.17,3.17,3.17
665,3.33,3.17,2.83,3.83,2.33
667,1.83,2.5,1.83,1.5,1.83
668,3.5,3.0,3.0,3.5,3.5
670,4.67,4.83,4.5,4.33,4.0
671,3.33,4.33,2.83,4.0,4.5
673,2.0,1.33,3.17,2.67,3.17
674,2.83,2.83,1.83,2.83,3.17
678,3.5,3.0,3.17,2.83,2.67
679,1.8,1.8,1.65,1.8,1.65
